,unmasked_text,masked_text,phone_number,target
1393,Arbitration notice: Your IP c32c:bae9:bcbb:d6fb:7a66:e9be:e41e:eecc was tracked performing unauthorized activities. Please provide +998.666-209.8304 for resolution.,Arbitration notice: Your IP [IP_1] was tracked performing unauthorized activities. Please provide [PHONENUMBER_1] for resolution.,+998.666-209.8304,O
1394,Our school communication mobile app has launched! Parents can monitor students' behavior reports. Signup using Apt. 416 and secure it with F9CJArZ4K7fd. Inquiries can be addressed at 09 12 82.91-64.,Our school communication mobile app has launched! Parents can monitor students' behavior reports. Signup using [SECONDARYADDRESS_1] and secure it with [PASSWORD_1]. Inquiries can be addressed at [PHONENUMBER_1].,09 12 82.91-64,O
1395,"In light of the recent health care accessibility predicament, we must reach out to wider demographics. We aim to include Polygender like Mr. Hansen, living at Andre Glen 8912. Contact her through 06.5998-5031 or Enrique.Buckridge-Mayert@yahoo.com.","In light of the recent health care accessibility predicament, we must reach out to wider demographics. We aim to include [GENDER_1] like [PREFIX_1] [LASTNAME_1], living at [STREET_1] [BUILDINGNUMBER_1]. Contact her through [PHONENUMBER_1] or [EMAIL_1].",06.5998-5031,O
1396,"Dear Cecelia Tromp, you are scheduled for cognitive therapy on June 3, 1984 at 4. The venue is 222 E Cedar Street, Goyetteland. The payment for the therapy session is ₨298k. For any changes you may email Mckenzie.Robel@yahoo.com or call us on (51)-1963 6983.","Dear [FIRSTNAME_1] [LASTNAME_1], you are scheduled for cognitive therapy on [DATE_1] at [TIME_1]. The venue is [BUILDINGNUMBER_1] [STREET_1], [CITY_1]. The payment for the therapy session is [CURRENCYSYMBOL_1][AMOUNT_1]. For any changes you may email [EMAIL_1] or call us on [PHONENUMBER_1].",(51)-1963 6983,O
1397,"Received an insolvency application from Bergstrom-Schuppe. Connect through Constantin29 for discussing the matter. Note, avoid using phone number +611-006-618.7837.","Received an insolvency application from [LASTNAME_1]. Connect through [USERNAME_1] for discussing the matter. Note, avoid using phone number [PHONENUMBER_1].",+611-006-618.7837,O
1398,Faced an accident in Somerset that seems intentional. It’s scary. Need legal advice ASAP. Contact 073-565.8420.,Faced an accident in [COUNTY_1] that seems intentional. It’s scary. Need legal advice ASAP. Contact [PHONENUMBER_1].,073-565.8420,O
1399,"Hello Austin, I am writing on behalf of South Dakota Animal Control. We received a call from your neighbours about a loud noise coming from your property at 11:25. We'd like to remind you to adhere to local noise ordinances for the sake of the local fauna. Contact us at 02.5901 6629 for additional information.","Hello [MIDDLENAME_1], I am writing on behalf of [STATE_1] Animal Control. We received a call from your neighbours about a loud noise coming from your property at [TIME_1]. We'd like to remind you to adhere to local noise ordinances for the sake of the local fauna. Contact us at [PHONENUMBER_1] for additional information.",02.5901 6629,O
1400,"We are exploring the effects of Positive Psychology on Manager across various Interactions. If you'd like to participate or know more, feel free to reach me at 087-3234-2335 or follow updates on our website https://ruddy-steel.net.","We are exploring the effects of Positive Psychology on [JOBTYPE_1] across various [JOBAREA_1]. If you'd like to participate or know more, feel free to reach me at [PHONENUMBER_1] or follow updates on our website [URL_1].",087-3234-2335,O
1401,"With 98 years old of experience in Accounts, I have developed unique strategies that cater to the varying needs of individuals. You can get in touch with me for consultation via my contact number 01774 15351.","With [AGE_1] of experience in [JOBAREA_1], I have developed unique strategies that cater to the varying needs of individuals. You can get in touch with me for consultation via my contact number [PHONENUMBER_1].",01774 15351,TEL
1402,"In line with anti-trust law, changes to Marketing sectors need to be reported. Contact 03708-926035 for any assistance or query.","In line with anti-trust law, changes to [JOBAREA_1] sectors need to be reported. Contact [PHONENUMBER_1] for any assistance or query.",03708-926035,O
1403,"Hello Buster, Branding Club's meetup on 30/08/1943 at Apt. 565. Fore more info, call at 069 803-7221.","Hello [FIRSTNAME_1], [JOBAREA_1] Club's meetup on [DATE_1] at [SECONDARYADDRESS_1]. Fore more info, call at [PHONENUMBER_1].",069 803-7221,O
1404,"The VRM for our orthopedic mobile clinic is RN34AZL. We provide services in Oklahoma and its surrounding areas. To book an appointment, dial +472-967 800 2010.","The VRM for our orthopedic mobile clinic is [VEHICLEVRM_1]. We provide services in [STATE_1] and its surrounding areas. To book an appointment, dial [PHONENUMBER_1].",+472-967 800 2010,O
1405,Lizzie at Lang - Leuschke has requested a call regarding a crisis. Please reach out on 079 5246 4276. Discuss with them their predicament at South Elvie.,[FIRSTNAME_1] at [COMPANYNAME_1] has requested a call regarding a crisis. Please reach out on [PHONENUMBER_1]. Discuss with them their predicament at [CITY_1].,079 5246 4276,O
1406,Patient Sigurd's bill of $989.760k on account number 67943344 is overdue by 30 days. Please give them a breakdown of their charge. Reach them on 00 83 98.32-97.,Patient [FIRSTNAME_1]'s bill of [CURRENCYSYMBOL_1][AMOUNT_1] on account number [ACCOUNTNUMBER_1] is overdue by 30 days. Please give them a breakdown of their charge. Reach them on [PHONENUMBER_1].,00 83 98.32-97,O
1407,"Confidential: Arturo Morar
SSN: 597 28 8618
Phone: +112 09.836.3112
Appointment: 26th November","Confidential: [FIRSTNAME_1] [LASTNAME_1]
SSN: [SSN_1]
Phone: [PHONENUMBER_1]
Appointment: [DATE_1]",+112 09.836.3112,O
1408,"Registration for the Regional Creative Writing Contest is open. To enroll, provide your name, contact 0378.949 0243 and bitcoin address 3yUgJyjEXr9bNWE6K42k1FSfnEBK.","Registration for the Regional Creative Writing Contest is open. To enroll, provide your name, contact [PHONENUMBER_1] and bitcoin address [BITCOINADDRESS_1].",0378.949 0243,TEL
1409,"Dear Miss Sawyer Watsica, your genetic test results are in. Please call us on 009 4816-7542 to schedule a counseling session.","Dear [PREFIX_1] [MIDDLENAME_1] [LASTNAME_1], your genetic test results are in. Please call us on [PHONENUMBER_1] to schedule a counseling session.",009 4816-7542,O
1410,"Dear Mrs. Quincy, could you provide input for our ongoing Northwest Territories market investigation – reach us at +402 97-163.4534.","Dear [PREFIX_1] [FIRSTNAME_1], could you provide input for our ongoing [STATE_1] market investigation – reach us at [PHONENUMBER_1].",+402 97-163.4534,O
1411,"Check our blog update on emotional regulation during adolescence by Philip on https://melodic-minimum.com. For help, reach 176.167.187.118 or 0326.97409006.","Check our blog update on emotional regulation during adolescence by [FIRSTNAME_1] on [URL_1]. For help, reach [IPV4_1] or [PHONENUMBER_1].",0326.97409006,O
1412,Kale Emard has applied to consult with the oncology department. Please process her request and follow up via +490 570.183 7021.,[FIRSTNAME_1] [LASTNAME_1] has applied to consult with the oncology department. Please process her request and follow up via [PHONENUMBER_1].,+490 570.183 7021,O
1413,"₩0.0b have been successfully transferred from Savings Account (account no: 85329251) as part of our tax planning. If you have any questions, contact Mr. Alexandrine River O'Hara on 073-903 2230 at 16.","[CURRENCYSYMBOL_1][AMOUNT_1] have been successfully transferred from [ACCOUNTNAME_1] (account no: [ACCOUNTNUMBER_1]) as part of our tax planning. If you have any questions, contact [PREFIX_1] [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1] on [PHONENUMBER_1] at [TIME_1].",073-903 2230,O
1414,"Ricardo, we're organizing a city-wide mental health workshop at Port Lura. Several guest speakers include professionals from the Data sector. Reach out if you need more details. Contact: 02367.69938 or Miller.Beer@gmail.com - Marilyne","[FIRSTNAME_1], we're organizing a city-wide mental health workshop at [CITY_1]. Several guest speakers include professionals from the [JOBAREA_1] sector. Reach out if you need more details. Contact: [PHONENUMBER_1] or [EMAIL_1] - [FIRSTNAME_2]",02367.69938,O
1415,NEEDED: Volunteers for a study on infectious diseases at our research center. Compensation: ₦200. Contact us at 06-64 77 08 65.,NEEDED: Volunteers for a study on infectious diseases at our research center. Compensation: [CURRENCYSYMBOL_1]200. Contact us at [PHONENUMBER_1].,06-64 77 08 65,O
1416,"Male, your Arts in Education project has been approved for funding (₨668k). Please contact our office at Suite 971 using 07674 14327.","[SEX_1], your Arts in Education project has been approved for funding ([CURRENCYSYMBOL_1][AMOUNT_1]). Please contact our office at [SECONDARYADDRESS_1] using [PHONENUMBER_1].",07674 14327,TEL
1417,We have organized a field trip to the Lake Richmond Art Museum. Please call us at +50-101.200.9642 or email us at Courtney9@hotmail.com if you wish to accompany us.,We have organized a field trip to the [CITY_1] Art Museum. Please call us at [PHONENUMBER_1] or email us at [EMAIL_1] if you wish to accompany us.,+50-101.200.9642,TEL
1418,"Hello Mr. Reichel, This is Genesis reaching out from Larson Inc, I have been Anastasia's Planner for the past school term. I'd like to discuss Leatha's recent performance in school. Kindly reach me on 04398-761900 or reply to this message at Ramon_Lubowitz-Goyette61@gmail.com.","Hello [PREFIX_1] [LASTNAME_1], This is [FIRSTNAME_1] reaching out from [COMPANYNAME_1], I have been [FIRSTNAME_2]'s [JOBTYPE_1] for the past school term. I'd like to discuss [FIRSTNAME_3]'s recent performance in school. Kindly reach me on [PHONENUMBER_1] or reply to this message at [EMAIL_1].",04398-761900,O
1419,"Dear Miss Williamson, we value your concern and would like to set up a conference as per your convenience. Kindly contact us at the earliest at +536-993.697-8951.","Dear [PREFIX_1] [LASTNAME_1], we value your concern and would like to set up a conference as per your convenience. Kindly contact us at the earliest at [PHONENUMBER_1].",+536-993.697-8951,O
1420,Please conduct a session for our students on leadership. Contact person for scheduling: Hailee Langworth. Her contacts: Alice_Strosin80@hotmail.com and 002 363-9406.,Please conduct a session for our students on leadership. Contact person for scheduling: [FIRSTNAME_1] [LASTNAME_1]. Her contacts: [EMAIL_1] and [PHONENUMBER_1].,002 363-9406,O
1421,Patient Gerardo Conn has a scheduled appointment with the oncology department. Efforts should be made to reach her at 2306.735-5835.,Patient [FIRSTNAME_1] [LASTNAME_1] has a scheduled appointment with the oncology department. Efforts should be made to reach her at [PHONENUMBER_1].,2306.735-5835,TEL
1422,"Developmental Psychology Study aims to understand the influence of environment on personality traits in teenagers from Reunion. Lydia, our Agent, will oversee the project. Call him at +029.556 143.7865 or reach via email Weston_Davis@gmail.com.","Developmental Psychology Study aims to understand the influence of environment on personality traits in teenagers from [STATE_1]. [FIRSTNAME_1], our [JOBTYPE_1], will oversee the project. Call him at [PHONENUMBER_1] or reach via email [EMAIL_1].",+029.556 143.7865,O
1423,"Morris Cruickshank alleges racial discrimination at Lubowitz - Hodkiewicz. Located at Nouvelle-Aquitaine, Surrey. For further details, contact Bayer at 090 2558375 or Ilene4@hotmail.com.","[FIRSTNAME_1] [LASTNAME_1] alleges racial discrimination at [COMPANYNAME_1]. Located at [STATE_1], [COUNTY_1]. For further details, contact [LASTNAME_2] at [PHONENUMBER_1] or [EMAIL_1].",090 2558375,TEL
1424,"Hello Rowena, we noticed several orders placed on your account from New Unastad, Quebec. If you didn’t purchase these items, please contact our Risk Management team using phone number +36 87.023.3659.","Hello [FIRSTNAME_1], we noticed several orders placed on your account from [CITY_1], [STATE_1]. If you didn’t purchase these items, please contact our Risk Management team using phone number [PHONENUMBER_1].",+36 87.023.3659,O
1425,"Sheridan Bowie Zboncak, our records show your claim has been submitted successfully. Please confirm receipt. For further queries, you can reach Principal Markets Consultant at 07-21-19 47.12.","[FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1], our records show your claim has been submitted successfully. Please confirm receipt. For further queries, you can reach [JOBTITLE_1] at [PHONENUMBER_1].",07-21-19 47.12,O
