unmasked_text,masked_text,account_number,account_number_regex
"Dear Mr. Kunze, don't forget your surgery scheduled for 7/70 at 08. The surgery will be done in our Main Campus at the County Londonderry County Hospital. Please bring your 30921719 and plan to pay kr78973.12.","Dear [PREFIX_1] [LASTNAME_1], don't forget your surgery scheduled for [DATE_1] at [TIME_1]. The surgery will be done in our Main Campus at the [COUNTY_1] County Hospital. Please bring your [ACCOUNTNUMBER_1] and plan to pay [CURRENCYSYMBOL_1][AMOUNT_1].",30921719,False
"Understanding the importance of online privacy is a crucial life skill. Avoid sharing personal info such as 5e69:3dce:7cd1:1dea:36ea:e17e:cbb3:6851, 12469007, and K9RIdwGbXvmd online! Tomorrow's lecture is devoted to this topic!","Understanding the importance of online privacy is a crucial life skill. Avoid sharing personal info such as [IP_1], [ACCOUNTNUMBER_1], and [PASSWORD_1] online! Tomorrow's lecture is devoted to this topic!",12469007,False
"Hello Mrs. Watsica, your Checking Account 53210176 has adequate funds of $215617. You can utilize these funds to contribute towards our 'Education for All' initiative launched by Flatley and Sons.","Hello [PREFIX_1] [LASTNAME_1], your [ACCOUNTNAME_1] [ACCOUNTNUMBER_1] has adequate funds of [CURRENCYSYMBOL_1][AMOUNT_1]. You can utilize these funds to contribute towards our 'Education for All' initiative launched by [COMPANYNAME_1].",53210176,True
Payment made through account 67564288. Diagnostics scheduled at Suite 214 for 21-265692-725882-5.,Payment made through account [ACCOUNTNUMBER_1]. Diagnostics scheduled at [SECONDARYADDRESS_1] for [PHONEIMEI_1].,67564288,True
"International health partners have shown a keen interest in our work in the Northeast. To support us, they can send funds to our account, 31484187, with our swift code, SNMFAZ647C2.","International health partners have shown a keen interest in our work in the Northeast. To support us, they can send funds to our account, [ACCOUNTNUMBER_1], with our swift code, [BIC_1].",31484187,True
Compliance report: Account 35942680 belonging to Mr. Reichel did not comply with our transaction policy.,Compliance report: Account [ACCOUNTNUMBER_1] belonging to [PREFIX_1] [LASTNAME_1] did not comply with our transaction policy.,35942680,True
"Hi, Confirming your dentist appointment on 12/01/1984 at our dental care clinic Apt. 337, St John's Road. We accept insurance coverage atop of account 86870104.","Hi, Confirming your dentist appointment on [DATE_1] at our dental care clinic [SECONDARYADDRESS_1], [STREET_1]. We accept insurance coverage atop of account [ACCOUNTNUMBER_1].",86870104,True
"Dear Maths educators, I'm Dr. Alex from Donnieview. Looking to know more about your Math syllabus for Grade 8. Kindly reply to 59380626.","Dear Maths educators, I'm [PREFIX_1] [MIDDLENAME_1] from [CITY_1]. Looking to know more about your Math syllabus for Grade 8. Kindly reply to [ACCOUNTNUMBER_1].",59380626,False
"Please have your test fee of ₩723714.59 ready to be withdrawn from your account 51204276, Marianne.","Please have your test fee of [CURRENCYSYMBOL_1][AMOUNT_1] ready to be withdrawn from your account [ACCOUNTNUMBER_1], [FIRSTNAME_1].",51204276,True
We've detected suspicious activity on Checking Account. Please verify with the account number 47078244.,We've detected suspicious activity on [ACCOUNTNAME_1]. Please verify with the account number [ACCOUNTNUMBER_1].,47078244,True
To the administrator of account 15294692. A prescription refill request for last month's medication has been received. Please confirm by calling +43 23.888.5291.,To the administrator of account [ACCOUNTNUMBER_1]. A prescription refill request for last month's medication has been received. Please confirm by calling [PHONENUMBER_1].,15294692,True
"With regards to the illegal pet sales case, cross verify the details of account 59173862 with IPV6  bf0c:0051:bdcc:85d8:a7f2:c012:0339:a321 for any suspicious activity.","With regards to the illegal pet sales case, cross verify the details of account [ACCOUNTNUMBER_1] with IPV6  [IPV6_1] for any suspicious activity.",59173862,True
"Monthly payments for our LendingBee partners will be linked to the Checking Account, account number 69031628, using the secure DWEJRUVSXXX code.","Monthly payments for our LendingBee partners will be linked to the [ACCOUNTNAME_1], account number [ACCOUNTNUMBER_1], using the secure [BIC_1] code.",69031628,True
"To Female, the court would require the Executive contract of your spouse, bearing the account number 66460195 for alimony discussions.","To [SEX_1], the court would require the [JOBTYPE_1] contract of your spouse, bearing the account number [ACCOUNTNUMBER_1] for alimony discussions.",66460195,True
Is 21954315 related to VX91YQJ?,Is [ACCOUNTNUMBER_1] related to [VEHICLEVRM_1]?,21954315,False
We need you to verify the payment of 557661.31 Singapore Dollar from your account 30397506 using your PIN 0080.,We need you to verify the payment of [AMOUNT_1] [CURRENCY_1] from your account [ACCOUNTNUMBER_1] using your PIN [PIN_1].,30397506,True
"Dear Miracle, your Money Market Account comes with an annual fee of $846538.87. It will be deducted from your associated account (15621956) on 1954-02-18T09:04:20.208Z. For queries, reach us at Gwen_Hessel46@yahoo.com or +98.905.316.8173.","Dear [FIRSTNAME_1], your [ACCOUNTNAME_1] comes with an annual fee of [CURRENCYSYMBOL_1][AMOUNT_1]. It will be deducted from your associated account ([ACCOUNTNUMBER_1]) on [DATE_1]. For queries, reach us at [EMAIL_1] or [PHONENUMBER_1].",15621956,True
"9. Was the email sent to, 72459658711 50 5518Fort Eastonton early child ed related?","9. Was the email sent to, [ACCOUNTNUMBER_1][SSN_1][CITY_1] early child ed related?",72459658,False
"The budget allocation for our new business model will be discussed in our meeting at 11:37pm today, covering even the account Auto Loan Account 32163396.","The budget allocation for our new business model will be discussed in our meeting at [TIME_1] today, covering even the account [ACCOUNTNAME_1] [ACCOUNTNUMBER_1].",32163396,True
"Greetings Alberta, we are happy to invite you to our SEL program's wonshow scheduled on 11/12/1938. Your unique viewing link is https://intent-rest.name. Please use 98502898 as the passcode for the entrance.","Greetings [FIRSTNAME_1], we are happy to invite you to our SEL program's wonshow scheduled on [DATE_1]. Your unique viewing link is [URL_1]. Please use [ACCOUNTNUMBER_1] as the passcode for the entrance.",98502898,False
There has been a legal query regarding your property on Stoltenberg Crossroad. Real estate laws of Warren County apply and the property is registered under account number 57865239.,There has been a legal query regarding your property on [STREET_1]. Real estate laws of [COUNTY_1] apply and the property is registered under account number [ACCOUNTNUMBER_1].,57865239,True
"Call to 07-9627.5252. Your health insurance claim has been approved. The payout of £0.001b will be credited to Credit Card Account, Account Number 55908893 in two working days.","Call to [PHONENUMBER_1]. Your health insurance claim has been approved. The payout of [CURRENCYSYMBOL_1][AMOUNT_1] will be credited to [ACCOUNTNAME_1], Account Number [ACCOUNTNUMBER_1] in two working days.",55908893,True
"Regional Web Strategist Thalia, can you verify the transactions on account 74160958 and ensure that the stated amount of Cedi 0.3m is accurate?","[JOBTITLE_1] [FIRSTNAME_1], can you verify the transactions on account [ACCOUNTNUMBER_1] and ensure that the stated amount of [CURRENCY_1] [AMOUNT_1] is accurate?",74160958,True
"The artwork from Hicklecester has been sold for R541,592.93. The transaction was made to 23038603.",The artwork from [CITY_1] has been sold for [CURRENCYSYMBOL_1][AMOUNT_1]. The transaction was made to [ACCOUNTNUMBER_1].,23038603,False
All due assignments for the week will be posted on our Operations portal on Mondays. Use your 12849179 to login.,All due assignments for the week will be posted on our [JOBAREA_1] portal on Mondays. Use your [ACCOUNTNUMBER_1] to login.,12849179,False
"Patient name: Jillian, This confirms your appointment for your dental checkup, on 27/02/1976 at our Glenna Branch clinic. Policy 80680084 should cover the cost.","Patient name: [FIRSTNAME_1], This confirms your appointment for your dental checkup, on [DATE_1] at our [STREET_1] clinic. Policy [ACCOUNTNUMBER_1] should cover the cost.",80680084,False
"Your testing fee of 545480.96 will be acquired from your account 86182112. Please make sure that the account has sufficient funds, Lazaro.","Your testing fee of [AMOUNT_1] will be acquired from your account [ACCOUNTNUMBER_1]. Please make sure that the account has sufficient funds, [FIRSTNAME_1].",86182112,True
"The IP Address of 170.202.255.220 has been linked to certain transactions from 22591928. If this wasn't authorized by Jadyn Miller, please contact us.","The IP Address of [IP_1] has been linked to certain transactions from [ACCOUNTNUMBER_1]. If this wasn't authorized by [FIRSTNAME_1] [LASTNAME_1], please contact us.",22591928,False
"As part of sales analysis, Trey, our Chief Group Technician, should examine our main source of revenue. Is it from direct product sales, affiliate marketing, or any other source? All resources should be accessed using account number 65520098.","As part of sales analysis, [FIRSTNAME_1], our [JOBTITLE_1], should examine our main source of revenue. Is it from direct product sales, affiliate marketing, or any other source? All resources should be accessed using account number [ACCOUNTNUMBER_1].",65520098,True
"Meeting scheduled with Alfonzo Emerson Hirthe to go over estate planning details. They live at N College Street, 6264, and have a good amount of funds in their account 54925058.","Meeting scheduled with [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1] to go over estate planning details. They live at [STREET_1], [BUILDINGNUMBER_1], and have a good amount of funds in their account [ACCOUNTNUMBER_1].",54925058,True
"Fern.Wyman has been declared bankrupt following the excessive debts tied to 68764701, the Auto Loan Account. Additional information regarding this account needs to be obtained and reviewed.","[USERNAME_1] has been declared bankrupt following the excessive debts tied to [ACCOUNTNUMBER_1], the [ACCOUNTNAME_1]. Additional information regarding this account needs to be obtained and reviewed.",68764701,False
"Zena, need more copies of the new classroom guidelines. 28646062 available for expenditure.","[FIRSTNAME_1], need more copies of the new classroom guidelines. [ACCOUNTNUMBER_1] available for expenditure.",28646062,False
A purchase made on Money Market Account under the name Shiloh. Card number is 5157138966491675 and the order number is 35771461. Further investigation needed.,A purchase made on [ACCOUNTNAME_1] under the name [MIDDLENAME_1]. Card number is [MASKEDNUMBER_1] and the order number is [ACCOUNTNUMBER_1]. Further investigation needed.,35771461,False
"Dear Miss Schoen, recent activity from IP c6be:30db:f258:921b:fb7f:3ac6:dcd4:4d1b was flagged under the account number 35144576. This is linked to the bank with BIC QRVTBY2M where the lumpsum of $736755 was deposited. Please confirm.","Dear [PREFIX_1] [LASTNAME_1], recent activity from IP [IPV6_1] was flagged under the account number [ACCOUNTNUMBER_1]. This is linked to the bank with BIC [BIC_1] where the lumpsum of [CURRENCYSYMBOL_1][AMOUNT_1] was deposited. Please confirm.",35144576,True
